,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
1461,1461,-0.84962109965577,-0.8,1,365.0,746.0,1.0,139.0,1,0.4083098147233378,0.0
1462,1462,0.1701135512709011,0.2,0,361.0,698.0,0.0,1671.0,1,0.36792686694080046,0.0
1463,1463,-0.8090528170156615,-0.8,1,377.0,906.0,0.0,-1033.0,0,0.42179811855989996,0.0
1464,1464,-0.11066465496681599,-0.1,1,351.0,877.0,1.0,-718.0,1,0.5765995896964776,0.0
1465,1465,-0.7685208179852459,-0.8,1,480.0,953.0,1.0,467.0,1,0.30307695908546484,0.0
1466,1466,-0.19507718018201614,-0.2,1,433.0,534.0,0.0,153.0,0,0.5955247987451391,0.0
1467,1467,0.22904569261772223,0.2,0,419.0,619.0,0.0,372.0,1,0.4962098294270797,0.0
1468,1468,0.16955970333793258,0.2,0,442.0,566.0,0.0,702.0,1,0.4865818985349819,0.0
1469,1469,0.8619438066034144,0.9,0,375.0,970.0,1.0,-295.0,0,0.4546313846025569,0.0
1470,1470,0.4892338063231212,0.5,0,448.0,715.0,1.0,-143.0,0,0.548524239947967,0.0
1471,1471,0.05807939861392142,0.1,0,401.0,677.0,1.0,2082.0,0,0.45247504053713217,0.0
1472,1472,-0.9120012205335617,-0.9,1,456.0,834.0,1.0,910.0,1,0.327133707081967,0.0
1473,1473,0.5034805908686413,0.5,0,452.0,535.0,0.0,703.0,1,0.4727459960819316,0.0
1474,1474,0.16320912709734392,0.2,0,466.0,802.0,0.0,3612.0,1,0.42381777464732917,0.0
1475,1475,0.3692867168873575,0.4,0,279.0,897.0,1.0,-736.0,0,0.5982878720254867,0.0
1476,1476,0.30578379756285945,0.3,0,320.0,633.0,0.0,647.0,1,0.491264622171748,0.0
1477,1477,-0.653224179015337,-0.7,1,314.0,554.0,1.0,1232.0,1,0.3331236752504738,0.0
1478,1478,0.7633475339014084,0.8,0,423.0,644.0,0.0,-787.0,1,0.5592678755506174,0.0
1479,1479,0.19010515478147916,0.2,0,452.0,623.0,0.0,3925.0,1,0.3476322387415154,0.0
1480,1480,-0.11753355673162291,-0.1,1,391.0,802.0,0.0,3807.0,0,0.3356012250955812,0.0
1481,1481,0.6670123372973342,0.7,0,347.0,626.0,0.0,267.0,1,0.348635458173984,0.0
1482,1482,-0.9357040487746697,-0.9,1,305.0,902.0,1.0,-647.0,1,0.5609057877970328,0.0
1483,1483,0.29633466250690965,0.3,0,402.0,676.0,0.0,232.0,1,0.44567390335374435,0.0
1484,1484,-0.34728117336122866,-0.3,1,460.0,946.0,0.0,-746.0,0,0.5569913481511777,0.0
1485,1485,0.6477414838338653,0.6,0,357.0,500.0,0.0,263.0,1,0.453803403948447,0.0
1486,1486,-0.6390348775482018,-0.6,1,408.0,520.0,1.0,342.0,1,0.444529498240018,0.0
1487,1487,0.202819708775408,0.2,0,259.0,933.0,0.0,1448.0,1,0.3645027685882362,0.0
1488,1488,0.1710620489730692,0.2,0,336.0,717.0,1.0,3947.0,0,0.3403341925602461,0.0
1489,1489,-0.32648494836997877,-0.3,1,284.0,932.0,0.0,-156.0,0,0.5644904590504795,0.0
1490,1490,0.8432309644442848,0.8,0,471.0,891.0,0.0,828.0,1,0.3455773492894842,0.0
1491,1491,-0.45998189593241645,-0.5,1,427.0,989.0,0.0,-1096.0,0,0.4474435072482894,0.0
1492,1492,-0.8172200709831106,-0.8,1,437.0,681.0,0.0,-478.0,0,0.5551949683250174,0.0
1493,1493,0.12044950284802636,0.1,0,359.0,557.0,0.0,4084.0,1,0.39482689013035877,0.0
1494,1494,-0.9395440688505126,-0.9,1,444.0,868.0,1.0,288.0,1,0.4047344290935528,0.0
1495,1495,-0.832298996509256,-0.8,1,386.0,840.0,1.0,-386.0,1,0.596106654748846,0.0
1496,1496,-0.5929475231997681,-0.6,1,394.0,693.0,0.0,-547.0,0,0.4494063897145386,0.0
1497,1497,-0.20065204150696436,-0.2,1,471.0,754.0,1.0,1505.0,1,0.36376234935501506,0.0
1498,1498,-0.48360829612400935,-0.5,1,295.0,934.0,1.0,-999.0,1,0.5303899745456536,0.0
1499,1499,-0.6413646214220805,-0.6,1,301.0,594.0,1.0,3415.0,1,0.3011563119202847,0.0
1500,1500,0.2738388865683452,0.3,0,493.0,704.0,1.0,3803.0,0,0.3714921701699319,0.0
1501,1501,-0.5902200296872673,-0.6,1,261.0,524.0,1.0,385.0,1,0.3587292039372044,0.0
